applicant_id,age,education,city_tier,employment_type,annual_income,credit_score,loan_amount,years_at_job,loan_approved,loan_approved_encoded,education_encoded,employment_type_Self-Employed,employment_type_Unemployed,city_tier_Tier 2,city_tier_Tier 3,income_standard_scaled,income_minmax_scaled,income_robust_scaled
161,27,Bachelors,Tier 3,Self-Employed,86300.0,668,116000.0,2,1,1,1.0,1.0,0.0,0.0,1.0,1.7342375307483355,0.7115768463073853,1.3252769385699898
162,56,Bachelors,Tier 1,Salaried,63900.0,350,341000.0,23,0,0,1.0,0.0,0.0,0.0,0.0,0.5366187555065511,0.48802395209580834,0.4229607250755287
163,56,Bachelors,Tier 1,Salaried,31800.0,769,134000.0,9,0,0,1.0,0.0,0.0,0.0,0.0,-1.1796117215140416,0.16766467065868262,-0.8700906344410876
164,52,Bachelors,Tier 3,Self-Employed,59600.0,583,267000.0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.3067187227592443,0.4451097804391218,0.2497482376636455
165,40,PhD,Tier 1,Salaried,21400.0,630,309000.0,17,1,1,3.0,0.0,0.0,0.0,0.0,-1.735649010019156,0.06387225548902195,-1.2890231621349446
166,37,Masters,Tier 1,Self-Employed,40800.0,603,225000.0,18,1,1,2.0,1.0,0.0,0.0,0.0,-0.6984256064615391,0.2574850299401198,-0.5075528700906344
167,49,Bachelors,Tier 2,Salaried,100300.0,414,227000.0,19,1,1,1.0,0.0,0.0,1.0,0.0,2.482749265274451,0.8512974051896209,1.8892245720040282
168,54,High School,Tier 3,Salaried,51500.0,663,313000.0,23,0,0,0.0,0.0,0.0,0.0,1.0,-0.1263487807880081,0.36427145708582837,-0.07653575025176233
169,30,Bachelors,Tier 1,Salaried,50600.0,434,270000.0,7,1,1,1.0,0.0,0.0,0.0,0.0,-0.17446739229325836,0.35528942115768464,-0.11278952668680765
170,46,Masters,Tier 1,Self-Employed,55400.0,492,61000.0,0,1,1,2.0,1.0,0.0,0.0,0.0,0.08216520240140972,0.40319361277445115,0.08056394763343404
171,41,Masters,Tier 1,Salaried,57000.0,316,291000.0,21,1,1,2.0,0.0,0.0,0.0,0.0,0.16770940063296574,0.4191616766467066,0.14501510574018128
172,24,PhD,Tier 3,Self-Employed,65700.0,434,20000.0,19,0,0,3.0,1.0,0.0,0.0,1.0,0.6328559785170517,0.5059880239520957,0.4954682779456193
173,47,High School,Tier 3,Self-Employed,52700.0,334,137000.0,27,1,1,0.0,1.0,0.0,0.0,1.0,-0.062190632114341074,0.37624750499001997,-0.028197381671701913
174,29,Bachelors,Tier 1,Salaried,50800.0,731,269000.0,14,0,0,1.0,0.0,0.0,0.0,0.0,-0.16377436751431387,0.3572854291417166,-0.10473313192346426
175,40,Bachelors,Tier 2,Salaried,36100.0,830,31000.0,14,1,1,1.0,0.0,0.0,1.0,0.0,-0.9497116887667348,0.21057884231536927,-0.6968781470292045
176,54,Bachelors,Tier 1,Salaried,106800.0,557,290000.0,4,1,1,1.0,0.0,0.0,0.0,0.0,2.830272570590147,0.9161676646706587,2.1510574018126887
177,24,Bachelors,Tier 3,Salaried,55100.0,385,393000.0,1,1,1,1.0,0.0,0.0,0.0,1.0,0.06612566523299296,0.40019960079840317,0.06847935548841894
178,24,Bachelors,Tier 1,Unemployed,66600.0,892,177000.0,0,1,1,1.0,0.0,1.0,0.0,0.0,0.6809745900223019,0.5149700598802396,0.5317220543806647
179,31,Bachelors,Tier 1,Self-Employed,49500.0,673,32000.0,8,1,1,1.0,1.0,0.0,0.0,0.0,-0.23327902857745314,0.344311377245509,-0.15709969788519637
180,43,High School,Tier 1,Salaried,44400.0,373,343000.0,24,0,0,0.0,0.0,0.0,0.0,0.0,-0.505951160440538,0.2934131736526946,-0.36253776435045315
181,27,High School,Tier 3,Salaried,19800.0,628,109000.0,1,0,0,0.0,0.0,0.0,0.0,1.0,-1.8211932082507118,0.047904191616766456,-1.353474320241692
182,38,Bachelors,Tier 1,Salaried,51600.0,658,81000.0,14,0,0,1.0,0.0,0.0,0.0,0.0,-0.12100226839853584,0.36526946107784436,-0.07250755287009064
183,54,High School,Tier 1,Self-Employed,58900.0,622,91000.0,12,1,1,0.0,1.0,0.0,0.0,0.0,0.26929313603293853,0.43812375249500995,0.2215508559919436
184,52,Bachelors,Tier 1,Self-Employed,50400.0,630,144000.0,21,1,1,1.0,1.0,0.0,0.0,0.0,-0.18516041707220288,0.35329341317365265,-0.12084592145015106
185,49,Bachelors,Tier 3,Self-Employed,38200.0,858,131000.0,22,1,1,1.0,1.0,0.0,0.0,1.0,-0.8374349285878175,0.2315369261477046,-0.6122860020140987
186,26,Bachelors,Tier 1,Self-Employed,52000.0,370,363000.0,6,0,0,1.0,1.0,0.0,0.0,0.0,-0.09961621884064684,0.3692614770459082,-0.05639476334340383
187,56,PhD,Tier 1,Salaried,20800.0,719,106000.0,13,0,0,3.0,0.0,0.0,0.0,0.0,-1.7677280843559895,0.05788423153692615,-1.3131923464249748
188,54,Bachelors,Tier 2,Salaried,87400.0,725,39000.0,24,1,1,1.0,0.0,0.0,1.0,0.0,1.7930491670325304,0.7225548902195609,1.3695871097683787
189,26,Bachelors,Tier 1,Self-Employed,59200.0,810,47000.0,5,1,1,1.0,1.0,0.0,0.0,0.0,0.2853326732013553,0.44111776447105794,0.23363544813695872
190,48,Bachelors,Tier 2,Self-Employed,77700.0,747,149000.0,12,1,1,1.0,1.0,0.0,1.0,0.0,1.2744374652537218,0.625748502994012,0.9788519637462235
191,51,Masters,Tier 1,Self-Employed,81600.0,301,339000.0,20,1,1,2.0,1.0,0.0,0.0,0.0,1.4829514484431396,0.6646706586826348,1.13595166163142
192,32,Bachelors,Tier 1,Salaried,44400.0,345,64000.0,24,0,0,1.0,0.0,0.0,0.0,0.0,-0.505951160440538,0.2934131736526946,-0.36253776435045315
193,50,Bachelors,Tier 2,Salaried,53400.0,343,171000.0,8,0,0,1.0,0.0,0.0,1.0,0.0,-0.024765045388035315,0.3832335329341317,0.0
194,21,Bachelors,Tier 1,Salaried,73800.0,320,254000.0,8,0,0,1.0,0.0,0.0,0.0,0.0,1.065923482064304,0.5868263473053892,0.8217522658610272
195,33,Bachelors,Tier 1,Self-Employed,28200.0,825,161000.0,0,1,1,1.0,1.0,0.0,0.0,0.0,-1.3720861675350429,0.13173652694610777,-1.0151057401812689
196,42,Masters,Tier 3,Self-Employed,51600.0,560,165000.0,11,0,0,2.0,1.0,0.0,0.0,1.0,-0.12100226839853584,0.36526946107784436,-0.07250755287009064
197,35,Bachelors,Tier 3,Self-Employed,15000.0,586,154000.0,9,1,1,1.0,1.0,0.0,0.0,1.0,-2.0778258029453798,0.0,-1.5468277945619335
198,50,Bachelors,Tier 1,Salaried,15000.0,501,221000.0,18,1,1,1.0,0.0,0.0,0.0,0.0,-2.0778258029453798,0.0,-1.5468277945619335
199,46,High School,Tier 1,Salaried,35500.0,751,122000.0,20,0,0,0.0,0.0,0.0,0.0,0.0,-0.9817907631035684,0.20459081836327347,-0.7210473313192346
200,28,High School,Tier 1,Self-Employed,41600.0,823,319000.0,29,1,1,0.0,1.0,0.0,0.0,0.0,-0.655653507345761,0.2654690618762475,-0.47532729103726085
201,44,Bachelors,Tier 2,Salaried,76800.0,774,29000.0,20,1,1,1.0,0.0,0.0,1.0,0.0,1.2263188537484715,0.6167664670658684,0.9425981873111783
202,38,High School,Tier 1,Salaried,53100.0,480,275000.0,29,0,0,0.0,0.0,0.0,0.0,0.0,-0.04080458255645207,0.38023952095808383,-0.012084592145015106
203,39,High School,Tier 2,Salaried,51300.0,613,286000.0,10,0,0,0.0,0.0,0.0,1.0,0.0,-0.1370418055669526,0.3622754491017964,-0.08459214501510574
204,59,High School,Tier 2,Salaried,57100.0,839,194000.0,9,0,0,0.0,0.0,0.0,1.0,0.0,0.173055913022438,0.4201596806387226,0.14904330312185296
205,29,High School,Tier 2,Salaried,42600.0,337,163000.0,27,0,0,0.0,0.0,0.0,1.0,0.0,-0.6021883834510385,0.2754491017964072,-0.4350453172205438
206,52,Bachelors,Tier 1,Unemployed,48500.0,690,302000.0,27,1,1,1.0,0.0,1.0,0.0,0.0,-0.28674415247217566,0.3343313373253493,-0.1973816717019134
207,22,Bachelors,Tier 1,Salaried,30100.0,400,104000.0,28,0,0,1.0,0.0,0.0,0.0,0.0,-1.27050243213507,0.15069860279441116,-0.9385699899295066
208,37,Masters,Tier 2,Salaried,52300.0,350,170000.0,27,0,0,2.0,0.0,0.0,1.0,0.0,-0.08357668167223008,0.3722554890219561,-0.044310171198388724
209,43,Bachelors,Tier 1,Salaried,73900.0,682,112000.0,25,1,1,1.0,0.0,0.0,0.0,0.0,1.0712699944537762,0.5878243512974053,0.8257804632426989
210,41,High School,Tier 1,Unemployed,58600.0,885,215000.0,28,1,1,0.0,0.0,1.0,0.0,0.0,0.25325359886452176,0.4351297405189621,0.2094662638469285
211,58,Masters,Tier 1,Salaried,42100.0,727,109000.0,8,0,0,2.0,0.0,0.0,0.0,0.0,-0.6289209453983997,0.27045908183632733,-0.4551863041289023
212,21,Masters,Tier 1,Salaried,21000.0,767,134000.0,27,1,1,2.0,0.0,0.0,0.0,0.0,-1.757035059577045,0.059880239520958084,-1.3051359516616314
213,51,Bachelors,Tier 1,Salaried,51700.0,549,252000.0,29,0,0,1.0,0.0,0.0,0.0,0.0,-0.1156557560090636,0.36626746506986024,-0.06847935548841894
214,23,Bachelors,Tier 3,Salaried,44900.0,445,190000.0,13,0,0,1.0,0.0,0.0,0.0,1.0,-0.4792185984931767,0.29840319361277445,-0.3423967774420947
215,24,Bachelors,Tier 2,Self-Employed,24900.0,364,214000.0,27,0,0,1.0,1.0,0.0,1.0,0.0,-1.5485210763876271,0.09880239520958084,-1.148036253776435
216,36,High School,Tier 1,Salaried,50400.0,559,337000.0,26,0,0,0.0,0.0,0.0,0.0,0.0,-0.18516041707220288,0.35329341317365265,-0.12084592145015106
217,33,Bachelors,Tier 2,Self-Employed,34900.0,698,20000.0,26,1,1,1.0,1.0,0.0,1.0,0.0,-1.0138698374404018,0.19860279441117762,-0.7452165156092648
218,34,PhD,Tier 1,Salaried,68800.0,576,141000.0,25,0,0,3.0,0.0,0.0,0.0,0.0,0.7985978625906914,0.5369261477045908,0.6203423967774421
219,35,Masters,Tier 1,Salaried,21200.0,739,195000.0,19,0,0,2.0,0.0,0.0,0.0,0.0,-1.7463420347981005,0.06187624750499002,-1.297079556898288
220,22,High School,Tier 1,Salaried,81000.0,585,320000.0,11,1,1,0.0,0.0,0.0,0.0,0.0,1.450872374106306,0.658682634730539,1.1117824773413898
221,33,High School,Tier 2,Salaried,46100.0,832,96000.0,21,1,1,0.0,0.0,0.0,1.0,0.0,-0.4150604498195097,0.31037924151696605,-0.2940584088620342
222,29,Masters,Tier 1,Unemployed,61400.0,529,183000.0,10,1,1,2.0,0.0,1.0,0.0,0.0,0.4029559457697448,0.46307385229540915,0.32225579053373615
223,57,Masters,Tier 1,Self-Employed,55300.0,309,242000.0,26,1,1,2.0,1.0,0.0,0.0,0.0,0.07681869001193747,0.40219560878243515,0.07653575025176233
224,43,Masters,Tier 1,Salaried,39800.0,756,97000.0,9,1,1,2.0,0.0,0.0,0.0,0.0,-0.7518907303562615,0.24750499001996007,-0.5478348439073515
225,23,Masters,Tier 1,Unemployed,66800.0,813,153000.0,3,1,1,2.0,0.0,1.0,0.0,0.0,0.6916676148012464,0.5169660678642716,0.5397784491440081
226,26,High School,Tier 2,Salaried,39700.0,664,194000.0,26,1,1,0.0,0.0,0.0,1.0,0.0,-0.7572372427457338,0.24650698602794413,-0.5518630412890232
227,24,Masters,Tier 1,Salaried,64800.0,513,146000.0,1,1,1,2.0,0.0,0.0,0.0,0.0,0.5847373670118013,0.49700598802395207,0.459214501510574
228,27,High School,Tier 2,Salaried,50600.0,876,246000.0,0,1,1,0.0,0.0,0.0,1.0,0.0,-0.17446739229325836,0.35528942115768464,-0.11278952668680765
229,58,High School,Tier 2,Salaried,48600.0,388,274000.0,5,1,1,0.0,0.0,0.0,1.0,0.0,-0.2813976400827034,0.3353293413173653,-0.1933534743202417
230,36,Bachelors,Tier 2,Self-Employed,68800.0,423,158000.0,6,1,1,1.0,1.0,0.0,1.0,0.0,0.7985978625906914,0.5369261477045908,0.6203423967774421
231,41,High School,Tier 2,Salaried,38600.0,706,255000.0,2,0,0,0.0,0.0,0.0,1.0,0.0,-0.8160488790299286,0.23552894211576847,-0.5961732124874118
232,56,Masters,Tier 1,Salaried,15000.0,842,236000.0,17,1,1,2.0,0.0,0.0,0.0,0.0,-2.0778258029453798,0.0,-1.5468277945619335
233,22,High School,Tier 1,Self-Employed,58900.0,499,196000.0,6,1,1,0.0,1.0,0.0,0.0,0.0,0.26929313603293853,0.43812375249500995,0.2215508559919436
234,59,Masters,Tier 1,Self-Employed,88800.0,718,130000.0,22,1,1,2.0,1.0,0.0,0.0,0.0,1.8679003404851418,0.7365269461077844,1.4259818731117824
235,55,Bachelors,Tier 1,Salaried,29700.0,488,342000.0,7,0,0,1.0,0.0,0.0,0.0,0.0,-1.291888481692959,0.1467065868263473,-0.9546827794561934
236,41,Masters,Tier 1,Unemployed,42800.0,457,97000.0,8,0,0,2.0,0.0,1.0,0.0,0.0,-0.591495358672094,0.2774451097804391,-0.4269889224572004
237,29,Bachelors,Tier 3,Salaried,53500.0,856,219000.0,22,1,1,1.0,0.0,0.0,0.0,1.0,-0.019418532998563064,0.3842315369261477,0.004028197381671702
238,35,PhD,Tier 2,Self-Employed,67400.0,665,272000.0,10,0,0,3.0,1.0,0.0,1.0,0.0,0.7237466891380799,0.5229540918163673,0.5639476334340383
239,49,Bachelors,Tier 2,Self-Employed,72000.0,475,20000.0,7,0,0,1.0,1.0,0.0,1.0,0.0,0.9696862590538036,0.5688622754491017,0.7492447129909365
240,58,Bachelors,Tier 2,Self-Employed,51800.0,825,136000.0,4,1,1,1.0,1.0,0.0,1.0,0.0,-0.11030924361959134,0.36726546906187624,-0.06445115810674723
241,39,Bachelors,Tier 2,Salaried,18200.0,323,26000.0,14,0,0,1.0,0.0,0.0,1.0,0.0,-1.906737406482268,0.03193612774451096,-1.4179254783484392
242,35,Masters,Tier 2,Self-Employed,63900.0,316,178000.0,23,1,1,2.0,1.0,0.0,1.0,0.0,0.5366187555065511,0.48802395209580834,0.4229607250755287
243,27,Bachelors,Tier 3,Salaried,72700.0,697,253000.0,20,1,1,1.0,0.0,0.0,0.0,1.0,1.0071118457801094,0.5758483033932136,0.7774420946626385
244,27,Masters,Tier 3,Self-Employed,77100.0,769,133000.0,1,1,1,2.0,1.0,0.0,0.0,1.0,1.2423583909168883,0.6197604790419162,0.9546827794561934
245,24,High School,Tier 1,Salaried,74900.0,547,202000.0,0,1,1,0.0,0.0,0.0,0.0,0.0,1.1247351183484988,0.5978043912175648,0.8660624370594159
246,39,High School,Tier 3,Salaried,15000.0,394,260000.0,22,0,0,0.0,0.0,0.0,0.0,1.0,-2.0778258029453798,0.0,-1.5468277945619335
247,44,Bachelors,Tier 1,Salaried,45800.0,878,131000.0,12,1,1,1.0,0.0,0.0,0.0,0.0,-0.43109998698792645,0.3073852295409182,-0.30614300100704933
248,40,High School,Tier 1,Salaried,86900.0,343,171000.0,6,0,0,0.0,0.0,0.0,0.0,0.0,1.766316605085169,0.717564870259481,1.34944612286002
249,36,High School,Tier 1,Salaried,27700.0,363,102000.0,27,0,0,0.0,0.0,0.0,0.0,0.0,-1.398818729482404,0.12674650698602796,-1.0352467270896273
250,35,Masters,Tier 2,Salaried,26900.0,692,242000.0,19,0,0,2.0,0.0,0.0,1.0,0.0,-1.441590828598182,0.11876247504990017,-1.067472306143001
